"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
3850,"2015-03-19 14:08:30","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Researcher","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1800,1.37084,0.11905,"Hogan Lovells Graduates",40,5,4,12,10,5,5,6,6,12,7,59,0.81692,32,,,,52,0.88646,
21808,"2013-11-14 14:16:54","Male","Yes","Mixed - White and Asian","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1559,-1.12325,0.66512,"Bank of England Graduate & Internship Applicants 2013",40,5,4,12,4,5,1,6,4,12,9,4,-1.39694,22,,,,31,-1.1948,
45501,"2015-08-03 05:02:50","","","","","","","","","","","Prefer not to say","Actuary","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",1607,0.27932,-0.78727,"UK General Population",40,5,3,12,9,5,4,6,4,12,5,62,0.72356,25,,,,53,0.14928,
20716,"2013-10-03 18:12:46","Male","Yes","White - Any other White Background","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Brazil","","A-Level Scottish Highers or equivalent","Penultimate Year Internship","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1274,-0.76505,-0.32081,"Bank of England Graduate & Internship Applicants 2013",40,5,2,12,10,5,2,6,4,12,6,29,0.20614,24,,,,45,-0.18247,
40807,"2014-11-14 14:56:44","Female","","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","A-Level Scottish Highers or equivalent","Summer Internship","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1164,-0.11293,0.13085,"Bank of England Graduate & Internship Applicants 2014",40,5,3,12,11,5,4,6,4,12,6,65,0.98766,28,,,,54,0.51331,
38301,"2014-09-06 06:12:42","Male","Yes","Asian or Asian British - Chinese","","20-24 years","No religion","","No","China","","BSc","Research Analyst","New to Workforce","As an applicant for a job outside of my current organisation","Less than 1 year",787,0.42069,-0.28306,"UK General Population",40,5,3,12,10,5,3,6,6,12,6,79,1.03711,28,,,,58,0.55879,
22957,"2014-04-11 04:18:35","Female","Yes","Asian or Asian British - Indian","","20-24 years","Hindu","","No","India","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1280,-0.64026,0.56359,"Bank of England Graduate & Internship Applicants 2013",40,5,4,12,9,5,5,6,2,12,8,47,0.24269,28,,,,50,0.15845,
15218,"2013-03-14 13:27:46","Female","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","Doctoral Degree","Dentist","Medical Professional","As an applicant for a job outside of my current organisation","1 to 2 years",921,-1.57364,-0.5534,"UK General Population",40,5,1,12,8,5,1,6,4,12,4,8,-0.62242,18,,,,36,-1.08696,
24104,"2013-10-19 18:42:52","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","South Africa","","BA","Senior Business Analyst","Accountant","As an applicant for a job in my current organisation","5 to 7 years",1800,1.04867,0.71394,"Senior Management",39,5,5,12,12,5,5,6,3,11,9,84,1.20024,34,,,,59,1.26669,
45822,"2015-05-06 18:13:09","Male","","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","","","A-Level Scottish Highers or equivalent","Household Technical Underwriting Manager","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1800,-0.20141,-1.8299,"UK General Population",27,5,4,11,7,5,2,6,5,0,0,8,-0.40187,18,,,,36,-1.11553,
52727,"2015-10-08 10:07:55","","","","","","","","","","","Other","Assurance and risk manager","Other","As an applicant for a job outside of my current organisation","11 to 15 years",1087,-0.04853,-0.63926,"Managers",40,5,2,12,5,5,3,6,5,12,5,9,-1.26185,20,,,,36,-1.06307,
9296,"2012-11-13 12:01:53","Male","Yes","Asian or Asian British - Any other Asian Background","","25-29 years","Muslim","","No","United Kingdom","","Master Degree","Customer Assistant","Retail Sales","As an applicant for a job outside of my current organisation","3 to 4 years",900,-2.20588,-1.10765,"Graduates",40,5,1,12,7,5,0,6,2,12,3,1,-0.39667,13,,,,20,-1.98688,
8969,"2012-08-13 15:38:39","Male","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","LLB","Case Manager","Customer Service","As an applicant for a job in my current organisation","Less than 1 year",1760,1.53883,-1.60417,"UK General Population",40,5,4,12,12,5,5,6,6,12,2,76,1.25419,29,,,,57,0.42912,
30284,"2014-02-18 20:42:33","Male","Yes","White - Irish","","25-29 years","No religion","","No","Australia","","LLB","Lawyer","Legal Professional","As an applicant for a job in my current organisation","3 to 4 years",1397,0.61116,-0.21644,"Managers",40,5,4,12,11,5,4,6,5,12,7,74,1.01318,31,,,,57,0.64185,
11493,"2012-11-16 11:06:09","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","N/a","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1519,0.99481,0.4381,"Graduates",40,5,4,12,11,5,4,6,5,12,7,84,0.80581,31,,,,59,0.92154,
45376,"2015-04-20 14:43:55","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Higher Education Certificate or Diploma","Underwriter","Other","For professional development","3 to 4 years",0,0.70652,-0.00195,"UK General Population",40,5,4,12,10,5,4,6,6,12,7,86,0.90754,31,,,,61,0.82334,
37424,"2014-10-27 12:02:38","Male","Yes","White - British","","50-54 years","No religion","","Disability, special need or medical condition not listed above","United Kingdom","","BSc","None","Other","As an applicant for a job outside of my current organisation","16 to 20 years",1493,0.70915,0.57058,"UK General Population",40,5,2,12,11,5,4,6,5,12,8,96,1.29046,30,,,,67,1.21613,
21864,"2013-11-12 20:40:09","Female","No","Asian or Asian British - Any other Asian Background","","25-29 years","Buddhist","","No","Thailand","","BA","Internship","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1800,-1.89859,-0.71139,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,7,5,0,6,3,12,5,2,-0.17648,18,,,,28,-1.39841,
16484,"2013-03-02 13:22:46","","","","","","","","","","","Other","Principal Accountant","Accountant","As an applicant for a job in my current organisation","8 to 10 years",1800,-1.40745,0.03406,"UK General Population",38,5,3,12,8,5,2,4,0,12,9,38,-0.07874,22,,,,47,-0.43754,
27000,"2013-11-21 13:34:33","Male","No","Prefer not to say","","30-34 years","Muslim","","No","Malaysia","","BSc","engineer","Engineer","For professional development","5 to 7 years",1800,-1.54321,-2.04504,"Public Sector Managers",30,5,2,12,6,5,2,6,2,2,0,1,-0.56297,12,,,,23,-1.72753,
7754,"2012-05-03 10:56:53","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","LLB","Ombudsman, Grade 2 ","Other","None of the above","1 to 2 years",1800,0.59601,0.21535,"UK General Population",38,5,4,12,11,5,3,6,6,10,6,86,1.18807,30,,,,61,0.83981,
40189,"2014-10-26 20:45:50","Male","No","White - Any other White Background","","20-24 years","Prefer not to say","","No","Greece","","Master Degree","Analyst","Prefer not to say","As an applicant for a job outside of my current organisation","Less than 1 year",1700,-0.84669,-0.14412,"Bank of England Graduate & Internship Applicants 2014",40,5,3,12,9,5,3,6,3,12,7,29,0.41173,25,,,,45,-0.11035,
48450,"2015-03-28 08:30:35","Female","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","lawyer","Legal Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1407,-1.48487,-0.36505,"Managers",40,5,2,12,7,5,2,6,3,12,5,4,-1.05373,19,,,,31,-1.30427,
24780,"2015-04-01 19:28:43","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Full-time Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1547,0.01441,-1.55317,"Graduates",40,5,1,12,8,5,4,6,4,12,1,19,0.12913,18,,,,41,-0.54232,
37543,"2014-08-19 14:46:21","Male","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","England","","LLB","Lead Catastrophic Injury Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1751,0.88089,-0.02336,"UK General Population",40,5,3,12,5,5,4,6,5,12,7,38,-0.9368,24,,,,47,-0.42228,
6059,"2012-01-16 13:14:54","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,1.53206,1.86809,"Graduates",40,5,5,12,12,5,4,6,6,12,12,99,1.16045,39,,,,67,2.04842,
25339,"2015-03-04 19:13:45","Female","No","Asian or Asian British - Chinese","","20-24 years","Buddhist","","No","Malaysia","","A-Level Scottish Highers or equivalent","Finance intern","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1786,-0.20932,-0.72276,"Graduates",40,5,2,12,9,5,2,6,5,12,5,36,0.26759,23,,,,47,-0.15761,
27819,"2013-12-16 13:19:25","Female","Yes","Asian or Asian British - Chinese","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Singapore","","BA","Counsellor","Other","None of the above","Less than 1 year",1005,-0.56419,-0.08411,"UK General Population",40,5,4,12,7,5,3,6,3,12,6,42,-0.18433,23,,,,48,-0.3333,
15719,"2013-03-09 21:20:39","Male","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","dental technician","Medical Professional","As an applicant for a job in my current organisation","5 to 7 years",1149,-1.05431,-0.36779,"UK General Population",40,5,1,12,7,5,2,6,3,12,7,18,-0.55801,20,,,,41,-0.77658,
24195,"2013-10-23 04:46:16","Male","No","Asian or Asian British - Any other Asian Background","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Philippines","","Higher Education Certificate or Diploma","Manager","Information Technology Professional","For professional development","8 to 10 years",1794,-1.10435,-0.24218,"Managers",40,5,1,12,9,5,2,6,4,12,7,26,-0.09373,23,,,,44,-0.45665,
15524,"2013-03-02 10:11:46","Male","Yes","Asian or Asian British - Indian","","25-29 years","Hindu","","No","United Kingdom","","Other","Dentist","Medical Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1206,-0.09513,1.1928,"UK General Population",40,5,3,12,7,5,3,6,4,12,11,73,0.09943,28,,,,56,0.36546,
8906,"2012-08-16 15:28:22","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Belgium","","LLB","Para legal","New to Workforce","As an applicant for a job outside of my current organisation","Less than 1 year",1671,1.79807,0.71396,"UK General Population",40,5,5,12,8,5,5,6,5,12,8,66,-0.56811,31,,,,54,0.25209,
7309,"2012-04-26 23:05:49","Female","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","LLB","Probate Advisor","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.57836,0.02207,"UK General Population",40,5,3,12,9,5,4,6,4,12,7,58,-0.23501,27,,,,52,0.07479,
11845,"2012-10-08 13:45:19","Female","No","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Russian Federation","","BSc","Graduate","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1213,0.28972,-0.58797,"Graduates",40,5,3,12,8,5,3,6,5,12,5,44,0.04992,24,,,,49,-0.01617,
29040,"2014-01-16 17:57:52","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Graduate Insurance Broker","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1781,1.23488,0.53116,"Graduates",40,5,5,12,7,5,5,6,4,12,7,67,-0.09036,28,,,,55,0.56269,
19858,"2013-08-07 12:55:22","Male","Yes","Mixed - White and Black Caribbean","","30-34 years","Prefer not to say","","No","United Kingdom","","Higher Education Certificate or Diploma","Unemployed","Prefer not to say","As an applicant for a job outside of my current organisation","8 to 10 years",1431,-0.83363,-0.59476,"UK General Population",40,5,1,12,1,5,4,6,4,12,6,1,-2.0497,16,,,,25,-1.71449,
16844,"2013-04-03 17:09:11","Female","Yes","White - British","","40-44 years","","","No","United Kingdom","","BA","Marketing Assessor/Trainer","Marketing Professional","As an applicant for a job outside of my current organisation","16 to 20 years",1758,-0.31131,-0.28544,"UK General Population",39,5,3,12,9,5,1,6,5,11,5,42,-0.26173,23,,,,48,-0.31695,
50501,"2015-07-12 14:05:48","Female","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Adjudicator at the Financial Ombudsman Service","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1759,-0.5868,-0.07693,"Managers",40,5,2,12,5,5,3,6,4,12,7,2,-1.53171,21,,,,27,-1.53574,
36262,"2016-02-26 10:28:25","Female","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","GCSE or equivalent","Student","Student","None of the above","8 to 10 years",1321,-0.09685,0.46465,"UK General Population",40,5,4,12,6,5,2,6,4,12,9,24,-1.07492,25,,,,43,-0.67197,
19520,"2013-08-13 20:10:47","Male","Yes","Prefer not to say","","20-24 years","No religion","","Disability, special need or medical condition not listed above","United Kingdom","","LLB","Change Consultant","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1800,2.0172,2.08479,"UK Public Sector Graduates",40,5,4,12,12,5,5,6,6,12,12,100,1.34124,39,,,,80,2.65558,
